user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
368,20068.66,4,479.1,3,wildlife,2,7.760128,80.247211,"['85', '35', '31', '48', '29', '32', '73', '122', '30', '64']",31.05,18338.64
369,246949.4,1,324.33,2,wildlife,1,7.961534,80.531652,"['35', '122', '85', '105', '53']",6.46,185453.16
370,106810.67,7,430.22,1,beach,1,5.948061,81.667545,"['7', '2', '1', '6', '3', '4', '108', '90', '63', '5', '8', '118']",29.22,100064.69
371,134251.82,2,461.35,3,adventure,1,8.066877,80.083692,"['92', '87', '42', '98', '31']",14.36,83010.23
372,223809.52,5,345.63,1,cultural,1,9.596352,81.197713,"['64', '74', '65', '73', '93', '121', '77', '15', '34', '33', '116', '70']",20.22,208483.41
373,108147.02,7,107.32,2,beach,1,5.954908,79.803133,"['1', '6', '3', '2', '7', '118', '5', '56', '23', '10', '92', '108']",30.44,83160.34
374,28478.63,4,157.08,2,beach,1,6.504551,80.443949,"['1', '3', '6', '2', '7', '5', '108', '118', '92', '4']",12.97,26964.78
375,58455.81,2,229.18,2,mixed,1,6.584167,80.275858,"['3', '1', '6', '2', '7']",7.05,44184.22
376,91431.64,5,350.51,5,adventure,3,6.126061,80.252482,"['47', '40', '50', '54', '113', '92', '55', '32', '31', '29', '30', '120']",33.9,70779.47
377,75225.11,7,319.64,1,mixed,3,8.64617,79.563552,"['96', '95', '14', '34', '12', '36', '13', '5', '33', '35', '122', '10']",43.09,64816.91
378,111130.78,5,440.79,2,historical,2,9.699048,79.649367,"['64', '116', '117', '14', '115', '96', '83', '95', '12', '34', '13', '33']",25.97,90113.22
379,23491.45,10,179.57,3,historical,1,8.964318,80.396677,"['83', '46', '96', '14', '64', '95', '81', '36', '34', '13', '12', '10']",38.48,14879.86
380,127172.24,2,407.62,1,wildlife,1,7.863167,80.132858,"['35', '122', '85', '92', '43']",15.97,98507.64
381,300106.05,1,228.65,3,beach,3,6.094183,81.479752,"['63', '108', '118', '5', '56']",7.26,215613.58
382,43356.16,3,373.0,3,mixed,3,7.864647,81.793526,"['34', '95', '96', '13', '33', '108', '11']",23.17,29893.59
383,346696.01,2,156.68,8,wildlife,1,6.505822,80.8159,"['35', '53', '28', '26', '27']",15.41,221704.95
384,94914.12,14,271.19,4,mixed,1,6.635441,79.59742,"['3', '1', '6', '2', '7', '83', '46', '36', '10', '81', '5', '61']",88.03,85457.42
385,62709.37,4,326.11,1,wildlife,3,5.921719,81.129587,"['53', '35', '122', '43', '10', '40', '18', '15', '34', '16']",20.51,46539.46
386,84053.66,4,106.6,1,relaxation,1,9.498505,80.657823,"['83', '64', '100', '81', '14', '104', '90', '46', '8', '101']",26.06,75110.62
387,72619.46,4,231.0,2,mixed,1,8.028617,79.661896,"['46', '83', '81', '3', '1', '6', '2', '96', '7', '95']",22.36,62292.91
388,335108.21,4,482.4,1,mixed,1,9.797771,80.405183,"['83', '81', '3', '46', '90', '1', '2', '6', '7', '74']",21.67,228715.12
389,288464.65,10,290.54,3,adventure,2,7.027756,79.590314,"['120', '31', '32', '29', '55', '41', '30', '45', '94', '62', '92', '88']",71.47,175150.97
390,126300.6,4,140.06,4,beach,2,9.147359,80.665873,"['8', '51', '100', '97', '64', '4', '88', '86', '94', '84']",30.44,97648.12
391,122664.6,2,153.09,2,relaxation,2,7.681878,79.588667,"['117', '115', '85', '116', '64']",14.94,79634.56
392,145169.84,1,475.84,3,relaxation,1,9.174365,80.519672,"['83', '81', '3', '1', '46']",4.92,136236.34
393,157200.86,7,222.42,1,adventure,3,9.62783,80.896442,"['111', '40', '47', '50', '98', '99', '86', '88', '54', '94', '92', '52']",31.33,137008.21
394,68441.93,1,393.38,2,historical,1,9.224082,79.966551,"['83', '81', '46', '74', '14']",3.2,51214.95
395,34738.11,4,317.81,2,historical,2,8.967473,80.67729,"['64', '116', '117', '96', '83', '14', '95', '34', '13', '12']",17.15,32406.47
396,60867.55,3,57.98,3,relaxation,2,8.483398,80.09669,"['116', '85', '96', '83', '12', '64', '81']",12.35,44733.95
397,64319.87,4,175.07,6,mixed,1,9.269998,79.722919,"['83', '46', '81', '14', '85', '96', '43', '64', '116', '3']",15.26,48224.22
398,117618.63,2,311.0,1,mixed,2,6.006795,81.847428,"['4', '117', '51', '64', '8']",9.66,80580.49
399,304266.07,3,401.06,2,beach,1,9.681408,80.509985,"['90', '3', '1', '2', '6', '7', '100']",23.94,265724.09
400,404042.48,4,315.19,1,relaxation,1,9.587925,81.33401,"['83', '90', '81', '46', '64', '3', '1', '2', '7', '74']",30.94,280775.05
401,114792.39,4,228.39,1,wildlife,1,7.179264,81.343684,"['35', '53', '92', '26', '25', '122', '28', '27', '78', '85']",23.94,99210.55
402,304315.88,1,158.76,2,cultural,2,8.133856,80.635676,"['60', '73', '64', '48', '106']",4.8,200587.86
403,429161.38,10,410.78,1,adventure,3,6.179035,81.307702,"['40', '47', '50', '54', '113', '92', '55', '111', '32', '62', '31', '30']",34.34,346991.61
404,478731.89,5,237.7,2,mixed,3,8.085095,80.555778,"['96', '13', '12', '9', '95', '34', '11', '33', '35', '5', '77', '36']",35.27,331149.58
405,380828.95,10,199.26,5,cultural,3,9.213162,81.498549,"['93', '77', '121', '70', '15', '34', '33', '67', '101', '64', '59', '16']",56.89,307333.07
406,166671.99,5,346.08,1,cultural,1,6.7336,80.180655,"['74', '65', '16', '17', '15', '36', '34', '33', '48', '73', '18', '115']",31.33,106079.31
407,46915.91,1,319.99,1,adventure,2,7.168864,81.204308,"['31', '32', '29', '30', '55']",4.08,43701.68
408,38138.91,2,250.66,4,mixed,1,9.546623,80.91566,"['83', '81', '90', '64', '46']",13.12,33943.07
409,40461.64,7,432.38,4,cultural,1,6.966333,81.143273,"['15', '73', '34', '16', '17', '36', '65', '48', '74', '33', '18', '64']",43.68,25763.35
410,495879.84,1,371.58,2,historical,3,6.362432,81.577183,"['34', '10', '33', '36', '67']",4.73,382568.14
411,53616.39,5,217.98,5,wildlife,1,8.045891,81.863155,"['35', '92', '85', '53', '105', '122', '75', '25', '83', '26', '78', '43']",24.04,44814.15
412,126336.4,5,499.95,2,cultural,2,5.940238,79.56265,"['48', '73', '64', '71', '115', '106', '119', '82', '116', '60', '17', '16']",22.64,102190.91
413,77922.77,1,106.46,1,beach,2,8.260908,80.140498,"['8', '51', '5', '106', '94']",3.39,67140.74
414,262756.32,7,103.16,2,wildlife,1,6.358792,80.804574,"['53', '35', '7', '91', '2', '27', '26', '28', '23', '1', '65', '25']",40.55,177891.31
415,68608.33,2,100.69,3,adventure,3,6.262099,81.522756,"['40', '62', '47', '54', '30']",7.19,41353.15
416,69610.07,7,52.67,2,beach,3,7.741707,80.708579,"['13', '5', '108', '95', '15', '9', '34', '33', '11', '56', '35', '59']",44.74,43819.21
417,138784.22,2,70.46,2,relaxation,2,6.461561,81.738346,"['4', '117', '63', '62', '108']",12.33,111066.3
418,110675.57,3,491.39,2,beach,1,7.477595,81.459502,"['1', '3', '2', '7', '6', '90', '108']",23.63,80605.52
419,379970.6,2,138.57,1,cultural,3,6.017194,79.682101,"['17', '16', '36', '18', '15']",14.84,286561.55
420,429715.94,2,399.29,8,historical,2,9.700401,81.739259,"['64', '117', '116', '115', '93']",7.15,291710.78
421,34310.8,7,326.27,4,cultural,2,9.329191,80.931362,"['64', '73', '48', '106', '116', '119', '15', '16', '17', '34', '60', '71']",46.43,22830.51
422,383114.47,4,221.84,1,wildlife,1,8.601554,80.996117,"['35', '85', '43', '122', '105', '104', '75', '83', '92', '81']",29.24,336546.6
423,132331.53,5,229.0,5,mixed,3,6.135259,79.648943,"['10', '36', '118', '34', '5', '35', '33', '95', '96', '13', '53', '108']",16.54,123515.32
424,157201.86,3,377.22,2,beach,3,6.815211,80.163048,"['5', '118', '108', '56', '63', '100', '3']",11.38,143642.23
425,132904.32,3,446.92,1,cultural,1,7.19754,80.964483,"['74', '65', '15', '34', '73', '33', '16']",22.0,94827.77
426,85220.64,5,451.66,2,adventure,2,6.639918,79.770204,"['31', '32', '29', '120', '55', '30', '41', '62', '45', '102', '94', '92']",23.77,52171.05
427,270999.65,1,417.4,1,relaxation,2,8.141124,80.694897,"['64', '117', '8', '51', '116']",4.84,201461.45
428,24240.34,1,119.2,1,wildlife,3,8.459664,81.723508,"['35', '122', '43', '66', '53']",6.55,15119.45
429,70715.86,4,112.75,2,beach,2,7.383441,80.617398,"['4', '8', '51', '5', '108', '29', '31', '3', '32', '73']",29.66,55345.47
430,81497.65,3,128.35,1,historical,2,9.135686,80.465083,"['64', '116', '83', '14', '96', '117', '12']",17.41,55678.91
431,85199.11,2,153.83,2,adventure,3,7.802374,79.94479,"['50', '47', '40', '92', '113']",15.97,77753.76
432,129547.35,4,306.08,3,cultural,2,5.939081,81.589905,"['73', '71', '119', '82', '48', '64', '115', '106', '60', '15']",21.44,102746.65
433,58196.39,4,277.62,2,beach,2,8.26246,80.48566,"['8', '51', '4', '5', '108', '3', '1', '6', '2', '7']",14.47,45050.16
434,91054.84,10,170.73,2,mixed,1,6.315072,80.643149,"['7', '1', '2', '6', '3', '61', '10', '74', '34', '83', '36', '81']",79.31,78503.3
435,15815.35,10,479.99,2,beach,3,6.868304,79.725562,"['5', '108', '17', '16', '40', '36', '1', '10', '38', '7', '6', '95']",33.86,13667.86
436,70718.26,3,111.71,2,cultural,1,9.224672,79.718402,"['116', '101', '121', '64', '106', '104', '48']",20.6,58850.46
437,68598.7,14,50.95,2,wildlife,2,6.886117,81.347956,"['30', '32', '29', '31', '4', '45', '40', '108', '117', '119', '73', '71']",60.14,58877.96
438,459592.33,10,161.15,3,beach,3,8.55595,81.280097,"['100', '8', '108', '5', '51', '56', '63', '118', '77', '66', '11', '90']",59.71,365686.16
439,49934.32,4,288.65,4,cultural,1,6.453936,80.914489,"['65', '74', '15', '34', '18', '16', '17', '73', '36', '33']",22.37,34264.71
440,19630.44,4,221.6,2,adventure,1,6.687023,80.195844,"['92', '31', '32', '29', '40', '30', '42', '55', '47', '54']",13.25,12869.62
441,438854.09,5,244.63,2,adventure,3,8.452279,81.169422,"['111', '40', '47', '50', '54', '88', '102', '92', '94', '113', '52', '31']",28.46,399225.09
442,25876.95,3,475.52,2,cultural,1,8.540931,80.672447,"['64', '73', '15', '34', '16', '17', '48']",9.71,22371.2
443,22029.88,7,174.53,6,mixed,3,6.715993,79.987609,"['36', '10', '5', '95', '34', '96', '35', '33', '108', '13', '118', '17']",54.18,19464.71
444,86839.52,7,73.18,6,beach,2,5.987452,81.480596,"['4', '63', '7', '72', '62', '2', '108', '76', '1', '119', '30', '6']",46.62,81831.02
445,34699.1,5,178.25,4,adventure,2,6.078392,80.08757,"['32', '31', '55', '29', '30', '120', '62', '45', '41', '92', '40', '114']",29.25,25192.02
446,49399.48,4,346.22,1,adventure,2,8.608297,79.96618,"['31', '29', '32', '94', '30', '102', '86', '55', '88', '52']",26.43,39855.53
447,116526.27,2,413.17,1,cultural,2,6.316068,81.756789,"['73', '71', '64', '48', '119']",9.1,101804.74
448,40787.28,2,347.69,2,cultural,2,9.764047,81.294439,"['64', '73', '48', '116', '60']",7.85,31540.37
449,91986.04,7,391.0,2,wildlife,2,7.601507,80.854716,"['85', '35', '73', '122', '31', '53', '29', '32', '48', '117', '30', '43']",24.14,67626.34
450,310307.65,4,64.32,1,relaxation,1,9.067277,80.891431,"['64', '83', '81', '77', '8', '100', '90', '104', '12', '101']",14.04,223628.6
451,420595.53,5,138.76,2,historical,2,6.929192,80.792674,"['117', '115', '34', '33', '64', '74', '95', '10', '36', '116', '32', '13']",28.29,398494.7
452,39310.4,7,95.39,1,wildlife,2,6.002525,81.836796,"['53', '62', '76', '72', '4', '30', '119', '32', '31', '29', '89', '55']",31.43,29029.33
453,69928.92,4,443.0,2,wildlife,2,6.706466,81.591935,"['85', '35', '53', '32', '31', '122', '73', '29', '30', '4']",13.84,47543.71
454,244943.94,4,261.1,2,adventure,1,7.230414,81.612946,"['92', '42', '87', '40', '98', '32', '31', '29', '30', '62']",26.01,168181.78
455,10943.16,14,410.21,1,cultural,2,7.481379,79.770115,"['48', '16', '17', '73', '36', '64', '31', '32', '29', '119', '30', '18']",52.62,10277.78
456,311420.7,3,406.39,2,mixed,2,8.885193,81.034848,"['64', '8', '51', '117', '85', '116', '4']",16.15,277974.41
457,116088.46,2,149.21,4,relaxation,1,6.547217,81.664581,"['7', '2', '61', '1', '74']",15.82,81861.69
458,39258.18,2,433.01,3,beach,1,6.315581,80.242089,"['1', '3', '6', '2', '7']",12.89,31963.23
459,15409.71,5,396.22,2,relaxation,2,6.836253,79.806451,"['64', '36', '8', '10', '117', '4', '95', '5', '96', '34', '1', '83']",16.89,14458.43
460,82742.65,5,57.4,3,wildlife,1,8.894421,81.65616,"['75', '79', '98', '90', '64', '8', '104', '66', '51', '83', '77', '97']",32.71,53962.64
461,45236.72,4,170.11,1,beach,3,8.047289,81.137879,"['108', '5', '8', '100', '63', '118', '56', '51', '4', '11']",26.37,31332.7
462,42513.79,3,207.21,4,wildlife,1,8.444754,80.56997,"['35', '85', '122', '83', '43', '105', '92']",12.59,31365.46
463,81103.31,4,315.94,4,historical,3,8.372083,80.277856,"['96', '12', '95', '13', '34', '33', '9', '36', '11', '14']",21.32,77017.72
464,23391.08,3,304.62,2,relaxation,2,9.553884,80.855118,"['64', '8', '85', '116', '117', '14', '4']",12.17,16794.28
465,88408.06,7,432.32,4,beach,3,8.948846,79.618916,"['5', '108', '100', '118', '63', '56', '8', '3', '1', '6', '2', '96']",30.02,72729.15
466,139602.13,4,233.4,3,adventure,2,8.890392,80.331848,"['94', '86', '88', '52', '102', '31', '29', '32', '99', '30']",12.27,127663.84
467,380019.82,3,402.55,3,wildlife,2,6.422076,81.014443,"['85', '35', '53', '122', '55', '32', '31']",11.7,319011.29
468,449334.98,4,237.68,1,mixed,1,6.08856,80.038465,"['1', '6', '3', '2', '7', '61', '10', '74', '81', '83']",13.34,320552.44
469,122003.35,3,409.55,1,mixed,1,8.521045,81.618047,"['83', '81', '3', '1', '2', '7', '6']",18.37,113252.79
470,375835.17,1,120.23,1,cultural,1,6.194803,80.205221,"['65', '74', '18', '17', '16']",7.02,339190.26
471,97656.92,3,391.95,1,relaxation,3,7.134341,81.380599,"['34', '108', '33', '10', '35', '95', '13']",16.25,64615.62
472,366260.25,2,356.69,2,adventure,3,7.011297,81.289864,"['40', '47', '50', '54', '113']",10.21,240378.52
473,202273.17,7,479.22,1,mixed,1,6.522358,81.435402,"['7', '2', '1', '3', '6', '61', '83', '81', '74', '46', '10', '34']",37.34,144763.3
474,81669.44,3,199.62,2,wildlife,2,7.502714,81.039407,"['85', '35', '73', '117', '31', '29', '32']",22.67,50605.47
475,25848.69,3,233.2,4,adventure,2,6.457074,80.777372,"['32', '31', '29', '30', '55', '62', '45']",21.26,16932.69
476,79927.88,1,440.5,2,relaxation,1,7.381645,80.341751,"['3', '1', '6', '81', '2']",7.55,67253.31
477,47336.78,4,331.07,2,beach,2,6.037042,79.768321,"['4', '1', '8', '6', '3', '2', '7', '5', '118', '51']",12.35,37121.48
478,13815.15,2,159.37,2,adventure,1,7.267261,80.938979,"['92', '42', '29', '31', '32']",6.47,9280.38
479,270513.48,2,156.46,1,relaxation,1,6.318756,81.33937,"['7', '2', '61', '1', '6']",13.15,168267.93
480,17537.08,7,340.41,4,mixed,2,7.94713,80.921137,"['64', '8', '95', '96', '4', '83', '117', '36', '34', '10', '5', '13']",49.01,15606.46
481,117650.31,7,164.41,4,historical,3,6.337468,80.524771,"['10', '34', '36', '33', '95', '13', '96', '9', '11', '67', '12', '117']",31.03,97318.39
482,129674.37,5,208.92,4,cultural,2,6.033804,79.602114,"['48', '115', '73', '82', '119', '71', '17', '16', '36', '106', '64', '34']",33.18,122071.61
483,54599.95,5,326.11,8,adventure,3,8.691341,80.985367,"['40', '111', '47', '50', '54', '92', '113', '31', '102', '29', '32', '52']",18.95,49668.34
484,35078.73,4,386.65,4,historical,3,7.274386,80.020556,"['36', '95', '34', '10', '96', '33', '13', '12', '14', '11']",22.69,33124.77
485,48628.12,2,248.06,5,historical,2,7.015096,80.868995,"['117', '64', '115', '34', '33']",11.88,31697.63
486,55794.04,2,273.69,6,historical,3,6.379355,80.088684,"['10', '36', '34', '33', '95']",8.46,52031.83
487,259483.79,1,488.65,3,adventure,1,8.763303,79.877006,"['92', '87', '98', '42', '31']",6.64,179745.23
488,209422.87,3,139.84,2,adventure,3,8.672683,79.984581,"['111', '50', '47', '94', '40', '86', '92']",16.43,141267.0
489,319962.78,1,244.59,3,cultural,3,9.221985,79.75982,"['121', '15', '101', '77', '34']",6.44,244981.73
490,90013.88,5,460.31,5,beach,3,9.256448,80.791308,"['100', '5', '108', '118', '63', '56', '8', '51', '3', '1', '4', '2']",23.67,55551.56
491,104605.46,5,487.96,2,mixed,3,8.965875,81.66455,"['96', '34', '95', '13', '12', '33', '11', '14', '9', '35', '10', '36']",19.54,64181.85
492,109722.3,3,215.23,2,cultural,2,7.215398,81.704835,"['71', '73', '64', '48', '119', '60', '82']",11.97,79756.5
493,21776.08,4,399.74,4,historical,2,6.894152,80.277251,"['64', '117', '10', '36', '34', '95', '96', '116', '33', '13']",25.21,19875.18
494,132948.05,2,241.12,2,adventure,1,7.454599,80.271225,"['92', '42', '87', '31', '29']",7.76,82498.75
495,39142.45,2,84.16,3,historical,1,9.274787,80.052302,"['83', '14', '81', '46', '101']",6.68,28886.82
496,124607.78,5,66.88,1,historical,2,7.795516,81.414692,"['117', '11', '64', '67', '73', '9', '13', '34', '33', '95', '68', '22']",32.44,113461.99
497,135378.42,2,375.27,2,relaxation,1,6.56607,81.833337,"['7', '2', '1', '3', '6']",12.43,90451.8
498,101031.42,3,196.59,2,mixed,2,9.151321,80.856398,"['64', '8', '85', '116', '51', '117', '96']",23.91,72835.09
499,35980.32,4,158.43,2,cultural,1,9.535633,79.650543,"['64', '116', '121', '106', '48', '101', '104', '15', '73', '34']",15.82,27356.32
500,127930.93,3,273.44,5,cultural,1,9.172019,81.083765,"['64', '74', '77', '73', '121', '65', '15']",18.52,100478.01
501,105786.41,3,331.25,1,historical,2,7.391576,80.139233,"['117', '64', '115', '116', '34', '95', '36']",10.57,78753.68
502,23548.33,7,95.41,6,adventure,2,8.853027,81.474322,"['102', '52', '29', '31', '32', '64', '8', '30', '99', '88', '79', '86']",53.89,15362.46
503,194070.2,4,106.97,6,beach,3,9.504271,81.625544,"['100', '90', '8', '93', '51', '108', '111', '77', '5', '66']",12.6,178420.04
504,375607.6,5,195.14,1,mixed,3,7.457359,80.843132,"['34', '33', '35', '95', '13', '9', '11', '96', '108', '67', '12', '36']",34.45,302458.25
505,112244.52,2,296.08,1,historical,3,9.717087,80.151669,"['14', '96', '12', '13', '95']",7.62,104805.19
506,41759.41,10,437.67,2,mixed,2,7.39052,81.628495,"['64', '4', '8', '117', '95', '10', '34', '96', '108', '85', '36', '83']",51.41,32852.14
507,105655.98,4,193.19,4,beach,2,8.365906,81.304188,"['8', '51', '4', '108', '64', '100', '73', '5', '102', '68']",31.1,66355.7
508,46054.39,10,468.79,2,wildlife,2,7.9062,80.473967,"['85', '35', '31', '29', '32', '48', '73', '64', '30', '122', '8', '53']",63.17,33962.74
509,113612.05,7,325.44,1,adventure,2,8.836649,79.837181,"['94', '31', '29', '86', '32', '88', '102', '30', '52', '55', '120', '99']",55.71,106348.0
510,25135.45,4,132.14,2,adventure,2,6.966532,79.644618,"['31', '32', '29', '120', '30', '55', '92', '41', '45', '50']",26.39,20607.9
511,26413.97,7,477.62,1,beach,1,7.129984,79.75731,"['1', '6', '3', '7', '2', '5', '108', '90', '8', '92', '4', '118']",44.89,18522.95
512,64773.21,3,395.71,2,cultural,1,8.154441,81.201715,"['74', '73', '65', '15', '64', '34', '33']",17.78,39768.36
513,462125.32,7,479.88,2,wildlife,2,7.372406,81.532397,"['85', '35', '53', '122', '73', '117', '43', '71', '32', '31', '29', '4']",47.17,361967.07
514,227686.16,7,251.94,2,cultural,1,6.254643,79.624809,"['65', '74', '17', '36', '16', '34', '15', '33', '48', '18', '115', '73']",44.68,189551.02
515,37166.87,5,173.34,3,wildlife,3,9.573844,81.731244,"['35', '43', '122', '93', '85', '53', '14', '96', '100', '111', '95', '121']",25.86,35184.44
516,76897.2,4,291.97,1,relaxation,1,7.578345,80.593918,"['81', '83', '3', '1', '2', '6', '7', '46', '74', '34']",24.93,52084.05
517,210204.38,7,257.44,5,cultural,1,8.393972,79.735101,"['74', '48', '106', '116', '15', '65', '34', '64', '16', '33', '17', '73']",21.93,175963.34
518,151613.46,7,292.56,3,mixed,3,6.957136,81.798276,"['108', '34', '33', '67', '10', '95', '35', '13', '63', '11', '36', '96']",21.14,127424.69
519,87878.22,4,342.96,5,mixed,3,8.091649,81.774455,"['34', '13', '95', '11', '96', '33', '67', '9', '108', '35']",16.75,79746.57
520,74856.88,5,322.56,3,relaxation,2,8.937417,79.794604,"['85', '64', '116', '8', '117', '51', '4', '96', '83', '14', '115', '95']",18.03,47673.82
521,146103.35,4,330.37,2,cultural,1,8.017569,81.223307,"['74', '73', '65', '15', '34', '64', '33', '67', '71', '70']",31.55,109809.94
522,469422.73,5,195.95,2,adventure,2,9.741505,79.657487,"['86', '94', '88', '99', '52', '102', '31', '29', '32', '120', '41', '30']",21.21,361421.89
523,100180.62,5,159.6,1,relaxation,3,8.526545,81.780157,"['11', '13', '77', '9', '96', '67', '34', '12', '95', '33', '93', '108']",20.91,70732.09
524,10654.73,7,292.81,1,cultural,3,8.577909,80.001613,"['16', '17', '36', '15', '34', '48', '18', '64', '96', '73', '33', '95']",28.47,7464.03
525,458853.57,7,336.82,2,adventure,1,9.716137,80.458329,"['92', '98', '87', '42', '86', '111', '94', '88', '99', '104', '52', '102']",38.33,420353.25
526,41004.85,4,305.56,3,mixed,3,6.893354,81.539135,"['108', '34', '10', '95', '33', '36', '13', '35', '96', '5']",20.56,28526.61
527,39202.77,7,415.88,2,mixed,3,8.641852,80.458699,"['96', '95', '14', '34', '36', '13', '10', '5', '12', '33', '35', '108']",28.97,31272.56
528,86168.8,5,55.17,4,historical,3,9.192334,79.930623,"['14', '101', '96', '12', '116', '107', '83', '43', '109', '95', '77', '13']",27.17,63692.54
529,214137.87,2,331.89,1,cultural,3,8.937614,79.841038,"['15', '34', '121', '16', '17']",9.89,203181.21
530,148346.79,4,421.49,8,cultural,3,8.666065,81.725859,"['15', '34', '33', '70', '77', '67', '16', '17', '36', '93']",21.76,138857.15
531,343379.64,4,77.78,5,beach,3,9.63162,81.428678,"['100', '90', '93', '8', '111', '51', '98', '77', '99', '121']",18.58,243967.2
532,34972.36,7,329.52,1,beach,3,6.027275,81.015611,"['108', '5', '118', '63', '7', '1', '2', '6', '3', '4', '10', '56']",41.76,27108.77
533,239043.24,14,119.87,1,historical,1,6.188213,80.610554,"['61', '10', '74', '34', '36', '2', '117', '33', '7', '1', '81', '6']",60.81,172993.47
534,117703.49,2,176.32,6,mixed,3,7.829126,80.802114,"['13', '9', '34', '95', '11']",12.86,101506.94
535,142742.5,7,58.43,2,beach,1,8.55191,80.464683,"['83', '8', '81', '105', '21', '94', '12', '96', '87', '75', '100', '104']",50.53,108645.94
536,17705.21,2,499.47,3,beach,2,9.433223,80.825625,"['8', '4', '51', '5', '100']",10.99,14208.46
537,17056.42,2,98.16,2,adventure,1,9.419576,80.612968,"['98', '104', '86', '111', '92']",14.13,12995.24
538,325574.26,4,98.9,2,historical,3,6.978026,80.252119,"['34', '36', '33', '95', '10', '13', '9', '96', '11', '12']",24.29,306347.56
539,103316.11,3,350.31,1,cultural,1,7.449766,80.338577,"['74', '65', '15', '34', '33', '16', '17']",14.27,94047.25
540,103723.87,5,231.58,2,relaxation,3,6.994896,80.571423,"['34', '33', '35', '95', '36', '10', '5', '13', '96', '108', '9', '11']",24.22,64226.46
541,169689.11,1,390.1,1,cultural,2,6.013791,81.266244,"['71', '73', '82', '64', '48']",5.01,153186.33
542,455841.88,3,484.05,2,adventure,1,9.47688,81.86775,"['98', '92', '42', '87', '99', '88', '111']",11.92,414645.63
543,64990.17,7,341.74,5,wildlife,3,7.511366,81.348083,"['35', '53', '122', '43', '40', '15', '34', '95', '85', '108', '96', '33']",26.14,59614.99
544,82288.62,7,214.51,3,adventure,2,7.842287,81.321779,"['29', '31', '32', '102', '30', '45', '62', '55', '52', '94', '88', '41']",22.3,60745.08
545,51427.36,1,435.47,2,cultural,2,9.462841,79.743405,"['64', '73', '116', '48', '60']",7.71,42842.7
546,126928.5,1,388.73,4,wildlife,3,7.904132,79.878654,"['35', '122', '53', '43', '85']",6.21,109146.76
547,256908.74,4,401.9,2,cultural,1,6.020927,81.604708,"['65', '74', '15', '34', '73', '33', '18', '71', '16', '17']",16.84,175536.58
548,425405.05,7,228.62,4,historical,1,7.123347,80.778014,"['74', '81', '61', '83', '34', '33', '117', '46', '95', '13', '36', '10']",40.87,358398.16
549,236465.79,14,161.45,1,mixed,3,6.130691,80.428081,"['10', '36', '34', '33', '35', '53', '5', '118', '95', '108', '1', '2']",110.46,212923.88
550,37568.28,4,372.61,1,beach,2,8.896438,81.720992,"['8', '51', '4', '108', '5', '90', '64', '100', '1', '7']",29.05,32232.59
551,57902.03,10,178.94,1,wildlife,2,6.241433,81.256293,"['53', '72', '32', '30', '31', '35', '29', '62', '119', '85', '55', '73']",71.72,50122.67
552,26873.1,2,132.21,3,relaxation,3,9.684974,80.835099,"['100', '14', '96', '93', '12']",6.27,20411.51
553,410181.28,3,265.47,2,historical,2,9.057119,80.450438,"['64', '116', '117', '96', '115', '12', '83']",18.36,319228.56
554,114815.52,5,324.13,2,mixed,1,6.879656,80.257513,"['3', '1', '6', '2', '7', '81', '83', '61', '74', '46', '34', '36']",28.56,97772.9
555,65944.84,2,364.41,5,cultural,3,9.200905,80.774264,"['15', '121', '34', '77', '33']",13.96,58337.11
556,15053.37,2,58.2,1,historical,3,7.957539,80.489599,"['13', '95', '96', '9', '12']",8.37,9185.77
557,479515.07,1,65.42,2,historical,1,5.977008,80.855651,"['61', '10', '7', '74', '2']",4.83,432953.24
558,469030.96,7,482.19,1,wildlife,2,9.00747,79.759181,"['85', '35', '43', '122', '97', '64', '53', '94', '116', '73', '48', '86']",25.92,440933.52
559,149444.17,7,122.19,2,mixed,2,8.749712,80.241259,"['116', '85', '64', '8', '83', '96', '12', '117', '51', '43', '81', '95']",48.66,115006.9
560,149508.16,4,130.78,3,cultural,3,9.343952,81.37239,"['93', '77', '121', '64', '70', '101', '15', '34', '33', '67']",25.94,140761.4
561,181748.02,5,342.57,2,relaxation,1,8.506419,81.1907,"['83', '81', '3', '1', '2', '7', '46', '6', '90', '74', '64', '61']",27.66,147452.66
562,104067.62,5,94.25,2,relaxation,1,8.907259,80.275778,"['83', '81', '46', '96', '116', '64', '12', '85', '43', '101', '14', '8']",19.64,94599.5
563,84588.21,3,149.8,2,historical,1,9.414671,81.005397,"['83', '64', '81', '46', '14', '77', '104']",19.62,69894.47
564,139069.05,4,73.13,1,mixed,3,7.506639,80.983942,"['34', '33', '13', '11', '9', '35', '95', '108', '67', '117']",30.48,131125.99
565,99817.5,10,433.63,3,historical,3,8.13797,80.221184,"['96', '95', '34', '13', '36', '12', '33', '10', '14', '11', '9', '67']",74.5,81785.81
566,22911.54,3,341.81,6,relaxation,3,6.280146,79.903946,"['10', '36', '34', '5', '95', '96', '118']",9.14,14655.72
567,92703.38,5,175.84,2,cultural,1,6.478615,81.288099,"['65', '74', '15', '119', '34', '18', '73', '33', '71', '16', '17', '36']",17.9,56872.75
568,366072.25,3,450.81,2,beach,1,6.490534,79.696616,"['3', '1', '6', '2', '7', '118', '5']",11.44,316428.78
